Collection date,Alpha,Beta,Delta,Eta,Gamma,Iota,Kappa,Others,sum
2020-01-01,,,,,,,,,
2020-01-02,,,,,,,,,
2020-01-03,,,,,,,,,
2020-01-04,,,,,,,,,
2020-01-05,,,,,,,,,
2020-01-06,,,,,,,,,
2020-01-07,0.0,6.338028169014086,0.0,0.7042253521126761,0.0,0.0,0.0,92.95774647887325,20.285714285714285
2020-01-08,,,,,,,,,0.0
2020-01-09,,,,,,,,,0.0
2020-01-10,,,,,,,,,0.0
2020-01-11,,,,,,,,,0.0
2020-01-12,,,,,,,,,0.0
2020-01-13,,,,,,,,,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-01-21,,,,,,,,,0.0
2020-01-22,,,,,,,,,0.0
2020-01-23,,,,,,,,,0.0
2020-01-24,,,,,,,,,0.0
2020-01-25,,,,,,,,,0.0
2020-01-26,,,,,,,,,0.0
2020-01-27,,,,,,,,,0.0
2020-01-28,,,,,,,,,0.0
2020-01-29,,,,,,,,,0.0
2020-01-30,,,,,,,,,0.0
2020-01-31,,,,,,,,,0.0
2020-02-01,,,,,,,,,0.0
2020-02-02,,,,,,,,,0.0
2020-02-03,,,,,,,,,0.0
2020-02-04,,,,,,,,,0.0
2020-02-05,,,,,,,,,0.0
2020-02-06,,,,,,,,,0.0
2020-02-07,,,,,,,,,0.0
2020-02-08,,,,,,,,,0.0
2020-02-09,,,,,,,,,0.0
2020-02-10,,,,,,,,,0.0
2020-02-11,,,,,,,,,0.0
2020-02-12,,,,,,,,,0.0
2020-02-13,,,,,,,,,0.0
2020-02-14,,,,,,,,,0.0
2020-02-15,,,,,,,,,0.0
2020-02-16,,,,,,,,,0.0
2020-02-17,,,,,,,,,0.0
2020-02-18,,,,,,,,,0.0
2020-02-19,,,,,,,,,0.0
2020-02-20,,,,,,,,,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.14285714285714285
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.14285714285714285
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.14285714285714285
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.2857142857142857
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5714285714285714
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.5714285714285714
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.7142857142857143
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.142857142857143
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.571428571428571
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.857142857142857
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.142857142857143
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.285714285714286
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.285714285714286
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.5714285714285714
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.7142857142857142
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.857142857142857
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.4285714285714284
2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.7142857142857144
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.714285714285714
2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.857142857142857
2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,9.142857142857142
2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,11.285714285714286
2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,12.428571428571429
2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.571428571428571
2020-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,16.428571428571427
2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.714285714285715
2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.571428571428573
2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.142857142857142
2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.285714285714285
2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.714285714285715
2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.571428571428573
2020-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.142857142857142
2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.428571428571427
2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.0
2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.571428571428573
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.428571428571427
2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.714285714285715
2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.285714285714285
2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.142857142857142
2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.0
2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.285714285714285
2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.428571428571427
2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,20.0
2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.857142857142858
2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.142857142857142
2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.857142857142858
2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.857142857142858
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,18.0
2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.285714285714285
2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.714285714285714
2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.571428571428571
2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,15.142857142857142
2020-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.285714285714285
2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,17.0
2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,19.142857142857142
2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.285714285714285
2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,21.142857142857142
2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,22.571428571428573
2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.142857142857142
2020-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.285714285714285
2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.142857142857142
2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.857142857142858
2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.571428571428573
2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.571428571428573
2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.857142857142854
2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.714285714285715
2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.857142857142858
2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.0
2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.285714285714285
2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.0
2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.714285714285715
2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.714285714285715
2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.142857142857142
2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.714285714285715
2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.857142857142858
2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.857142857142858
2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.857142857142858
2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.0
2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.714285714285715
2020-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.714285714285715
2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.428571428571427
2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.714285714285715
2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.714285714285715
2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.142857142857142
2020-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.857142857142858
2020-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,24.0
2020-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.142857142857142
2020-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.714285714285715
2020-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.857142857142858
2020-05-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.285714285714285
2020-05-27,0.0,0.4608294930875576,0.0,0.0,0.0,0.0,0.0,99.53917050691244,31.0
2020-05-28,0.0,0.4694835680751174,0.0,0.0,0.0,0.0,0.0,99.53051643192488,30.428571428571427
2020-05-29,0.0,0.505050505050505,0.0,0.0,0.0,0.0,0.0,99.4949494949495,28.285714285714285
2020-05-30,0.0,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,99.50738916256158,29.0
2020-05-31,0.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,99.40476190476191,24.0
2020-06-01,0.0,0.5025125628140703,0.0,0.0,0.0,0.0,0.0,99.49748743718592,28.428571428571427
2020-06-02,0.0,0.3846153846153845,0.0,0.0,0.0,0.0,0.0,99.6153846153846,37.142857142857146
2020-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,35.285714285714285
2020-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.714285714285715
2020-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,38.285714285714285
2020-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.42857142857143
2020-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.142857142857146
2020-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.0
2020-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.285714285714285
2020-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.142857142857142
2020-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.285714285714285
2020-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.285714285714285
2020-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.714285714285715
2020-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.142857142857146
2020-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,33.57142857142857
2020-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.857142857142854
2020-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.714285714285715
2020-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,41.0
2020-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.42857142857143
2020-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.42857142857143
2020-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.42857142857143
2020-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,34.714285714285715
2020-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.857142857142858
2020-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.285714285714285
2020-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.0
2020-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.0
2020-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.142857142857142
2020-06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,27.571428571428573
2020-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.0
2020-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.857142857142854
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.857142857142854
2020-07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,45.57142857142857
2020-07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,49.142857142857146
2020-07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.285714285714285
2020-07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.857142857142854
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,54.285714285714285
2020-07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.42857142857143
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,43.285714285714285
2020-07-09,0.0,0.3533568904593639,0.0,0.0,0.0,0.0,0.0,99.64664310954063,40.42857142857143
2020-07-10,0.0,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,99.64285714285714,40.0
2020-07-11,0.0,0.39215686274509803,0.0,0.0,0.0,0.0,0.0,99.60784313725489,36.42857142857143
2020-07-12,0.0,0.3846153846153845,0.0,0.0,0.0,0.0,0.0,99.6153846153846,37.142857142857146
2020-07-13,0.0,0.3115264797507788,0.0,0.0,0.0,0.0,0.0,99.68847352024923,45.857142857142854
2020-07-14,0.0,0.3095975232198142,0.0,0.0,0.0,0.0,0.0,99.69040247678018,46.142857142857146
2020-07-15,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,99.71428571428571,50.0
2020-07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.142857142857146
2020-07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,52.142857142857146
2020-07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,56.285714285714285
2020-07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,59.57142857142857
2020-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,56.57142857142857
2020-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,69.57142857142857
2020-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.42857142857143
2020-07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,72.28571428571429
2020-07-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.85714285714286
2020-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,70.14285714285714
2020-07-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,66.0
2020-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,84.71428571428571
2020-07-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,73.85714285714286
2020-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,71.0
2020-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,80.85714285714286
2020-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,81.42857142857143
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,82.85714285714286
2020-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,85.71428571428571
2020-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,60.857142857142854
2020-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,56.57142857142857
2020-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,51.42857142857143
2020-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.857142857142854
2020-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.142857142857146
2020-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,32.857142857142854
2020-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.714285714285715
2020-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,23.857142857142858
2020-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,25.857142857142858
2020-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.714285714285715
2020-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,28.428571428571427
2020-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,31.714285714285715
2020-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,37.42857142857143
2020-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.42857142857143
2020-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,44.857142857142854
2020-08-18,0.0,0.7168458781362007,0.0,0.0,0.0,0.0,0.0,99.2831541218638,39.857142857142854
2020-08-19,0.0,1.2096774193548385,0.0,0.0,0.0,0.0,0.0,98.79032258064515,35.42857142857143
2020-08-20,0.0,1.953125,0.0,0.0,0.0,0.0,0.0,98.046875,36.57142857142857
2020-08-21,0.0,2.0161290322580645,0.0,0.0,0.0,0.0,0.0,97.98387096774194,35.42857142857143
2020-08-22,0.0,2.5862068965517238,0.0,0.0,0.0,0.0,0.0,97.41379310344827,33.142857142857146
2020-08-23,0.0,2.7149321266968323,0.0,0.0,0.0,0.0,0.0,97.28506787330316,31.571428571428573
2020-08-24,0.0,3.056768558951965,0.0,0.0,0.0,0.0,0.0,96.94323144104804,32.714285714285715
2020-08-25,0.0,4.938271604938271,0.0,0.0,0.0,0.0,0.0,95.06172839506173,34.714285714285715
2020-08-26,0.0,5.555555555555555,0.0,0.0,0.0,0.0,0.0,94.44444444444444,36.0
2020-08-27,0.0,5.333333333333332,0.0,0.0,0.0,0.0,0.0,94.66666666666666,32.142857142857146
2020-08-28,0.0,6.730769230769231,0.0,0.0,0.0,0.0,0.0,93.26923076923077,29.714285714285715
2020-08-29,0.0,6.914893617021277,0.0,0.0,0.0,0.0,0.0,93.08510638297872,26.857142857142858
2020-08-30,0.0,6.532663316582915,0.0,0.0,0.0,0.0,0.0,93.46733668341709,28.428571428571427
2020-08-31,0.0,6.770833333333334,0.0,0.0,0.0,0.0,0.0,93.22916666666667,27.428571428571427
2020-09-01,0.0,4.8,0.0,0.0,0.0,0.0,0.0,95.19999999999999,35.714285714285715
2020-09-02,0.0,4.8,0.0,0.0,0.0,0.0,0.0,95.19999999999999,35.714285714285715
2020-09-03,0.0,5.813953488372094,0.0,0.0,0.0,0.0,0.0,94.18604651162792,36.857142857142854
2020-09-04,0.0,6.405693950177936,0.0,0.0,0.0,0.0,0.0,93.59430604982205,40.142857142857146
2020-09-05,0.0,6.206896551724138,0.0,0.0,0.0,0.0,0.0,93.79310344827584,41.42857142857143
2020-09-06,0.0,6.451612903225808,0.0,0.0,0.0,0.0,0.0,93.5483870967742,39.857142857142854
2020-09-07,0.0,6.862745098039215,0.0,0.0,0.0,0.0,0.0,93.13725490196079,43.714285714285715
2020-09-08,0.0,7.786885245901641,0.0,0.0,0.0,0.0,0.0,92.21311475409838,34.857142857142854
2020-09-09,0.3891050583657587,8.94941634241245,0.0,0.0,0.0,0.0,0.0,90.6614785992218,36.714285714285715
2020-09-10,0.3703703703703704,8.88888888888889,0.0,0.0,0.0,0.0,0.0,90.74074074074075,38.57142857142857
2020-09-11,0.364963503649635,9.48905109489051,0.0,0.0,0.0,0.0,0.0,90.14598540145985,39.142857142857146
2020-09-12,0.3846153846153845,10.384615384615383,0.0,0.0,0.0,0.0,0.0,89.23076923076924,37.142857142857146
2020-09-13,0.3533568904593639,9.540636042402827,0.0,0.0,0.0,0.0,0.0,90.10600706713781,40.42857142857143
2020-09-14,0.3731343283582089,9.701492537313433,0.0,0.0,0.0,0.0,0.0,89.92537313432837,38.285714285714285
2020-09-15,0.37735849056603776,11.698113207547172,0.0,0.0,0.0,0.0,0.0,87.9245283018868,37.857142857142854
2020-09-16,0.0,11.952191235059761,0.0,0.0,0.0,0.0,0.0,88.04780876494024,35.857142857142854
2020-09-17,0.0,14.41048034934498,0.0,0.0,0.0,0.0,0.0,85.58951965065502,32.714285714285715
2020-09-18,0.0,19.402985074626862,0.0,0.0,0.0,0.0,0.0,80.59701492537313,28.714285714285715
2020-09-19,0.0,20.618556701030926,0.0,0.0,0.0,0.0,0.0,79.38144329896907,27.714285714285715
2020-09-20,0.0,23.529411764705884,0.0,0.0,0.0,0.0,0.0,76.47058823529413,24.285714285714285
2020-09-21,0.0,33.08270676691729,0.0,0.0,0.0,0.0,0.0,66.9172932330827,19.0
2020-09-22,0.0,31.40495867768595,0.0,0.0,0.0,0.0,0.0,68.59504132231406,17.285714285714285
2020-09-23,0.0,31.62393162393162,0.0,0.0,0.0,0.0,0.0,68.37606837606837,16.714285714285715
2020-09-24,0.0,29.629629629629626,0.0,0.0,0.0,0.0,0.0,70.37037037037037,15.428571428571429
2020-09-25,0.0,20.51282051282051,0.0,0.0,0.0,0.0,0.0,79.48717948717949,16.714285714285715
2020-09-26,0.0,20.43795620437956,0.0,0.0,0.0,0.0,0.0,79.56204379562043,19.571428571428573
2020-09-27,0.0,19.444444444444443,0.0,0.0,0.0,0.0,0.0,80.55555555555556,20.571428571428573
2020-09-28,0.0,20.754716981132077,0.0,0.0,0.0,0.0,0.0,79.24528301886792,22.714285714285715
2020-09-29,0.0,22.527472527472526,0.0,0.0,0.0,0.0,0.0,77.47252747252747,26.0
2020-09-30,0.0,21.243523316062173,0.0,0.0,0.0,0.0,0.0,78.75647668393782,27.571428571428573
2020-10-01,0.0,19.444444444444446,0.0,0.0,0.0,0.0,0.0,80.55555555555556,30.857142857142858
