Collection date,G,GH,GR,GRY,GV,L,O,S,V,sum
2020-01-01,,,,,,,,,,
2020-01-02,,,,,,,,,,
2020-01-03,,,,,,,,,,
2020-01-04,,,,,,,,,,
2020-01-05,,,,,,,,,,
2020-01-06,,,,,,,,,,
2020-01-07,11.904761904761905,10.119047619047619,72.91666666666666,0.0,0.1488095238095238,0.7440476190476191,0.5952380952380952,1.3392857142857144,2.232142857142857,96.0
2020-01-08,,,,,,,,,,0.0
2020-01-09,,,,,,,,,,0.0
2020-01-10,,,,,,,,,,0.0
2020-01-11,,,,,,,,,,0.0
2020-01-12,,,,,,,,,,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.14285714285714285
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.14285714285714285
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2857142857142857
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2857142857142857
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2857142857142857
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2857142857142857
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2857142857142857
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.14285714285714285
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.14285714285714285
2020-01-22,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.14285714285714285
2020-01-23,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.14285714285714285
2020-01-24,0.0,0.0,0.0,0.0,0.0,20.0,40.0,40.0,0.0,0.7142857142857143
2020-01-25,11.111111111111109,0.0,0.0,0.0,0.0,11.111111111111109,55.55555555555556,22.222222222222218,0.0,1.2857142857142858
2020-01-26,11.111111111111109,0.0,0.0,0.0,0.0,11.111111111111109,55.55555555555556,22.222222222222218,0.0,1.2857142857142858
2020-01-27,11.111111111111109,0.0,0.0,0.0,0.0,11.111111111111109,55.55555555555556,22.222222222222218,0.0,1.2857142857142858
2020-01-28,10.0,0.0,0.0,0.0,0.0,10.0,50.0,30.0,0.0,1.4285714285714286
2020-01-29,11.111111111111109,0.0,0.0,0.0,0.0,0.0,55.55555555555556,33.33333333333333,0.0,1.2857142857142858
2020-01-30,7.692307692307692,0.0,0.0,0.0,0.0,0.0,61.53846153846153,30.769230769230766,0.0,1.8571428571428572
2020-01-31,10.0,0.0,0.0,0.0,0.0,0.0,60.0,30.0,0.0,1.4285714285714286
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.8571428571428571
2020-02-02,0.0,0.0,0.0,0.0,0.0,14.285714285714285,42.857142857142854,42.857142857142854,0.0,1.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,14.285714285714285,42.857142857142854,42.857142857142854,0.0,1.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,14.285714285714285,42.857142857142854,42.857142857142854,0.0,1.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,11.111111111111109,33.33333333333333,55.55555555555556,0.0,1.2857142857142858
2020-02-06,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.7142857142857143
2020-02-07,0.0,0.0,0.0,0.0,0.0,25.0,0.0,75.0,0.0,0.5714285714285714
2020-02-08,0.0,0.0,0.0,0.0,0.0,20.0,0.0,80.0,0.0,0.7142857142857143
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5714285714285714
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.5714285714285714
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.42857142857142855
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.14285714285714285
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.14285714285714285
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.14285714285714285
2020-02-15,,,,,,,,,,0.0
2020-02-16,,,,,,,,,,0.0
2020-02-17,,,,,,,,,,0.0
2020-02-18,,,,,,,,,,0.0
2020-02-19,,,,,,,,,,0.0
2020-02-20,,,,,,,,,,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2857142857142857
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.7142857142857143
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.7142857142857143
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.2857142857142858
2020-02-28,0.0,0.0,0.0,0.0,0.0,7.692307692307692,92.3076923076923,0.0,0.0,1.8571428571428572
2020-02-29,0.0,0.0,0.0,0.0,0.0,7.692307692307692,92.3076923076923,0.0,0.0,1.8571428571428572
2020-03-01,0.0,0.0,0.0,0.0,0.0,7.692307692307692,92.3076923076923,0.0,0.0,1.8571428571428572
2020-03-02,0.0,0.0,6.666666666666667,0.0,0.0,6.666666666666667,86.66666666666667,0.0,0.0,2.142857142857143
2020-03-03,0.0,0.0,4.3478260869565215,0.0,0.0,8.695652173913043,78.26086956521739,0.0,8.695652173913043,3.2857142857142856
2020-03-04,2.857142857142857,0.0,5.714285714285714,0.0,0.0,5.714285714285714,80.0,0.0,5.714285714285714,5.0
2020-03-05,2.5,0.0,5.0,0.0,0.0,5.0,80.0,2.5,5.0,5.714285714285714
2020-03-06,2.4390243902439024,0.0,9.75609756097561,0.0,0.0,2.4390243902439024,75.60975609756099,2.4390243902439024,7.317073170731707,5.857142857142857
2020-03-07,2.1739130434782608,0.0,8.695652173913043,0.0,0.0,2.1739130434782608,65.21739130434783,8.695652173913043,13.043478260869565,6.571428571428571
2020-03-08,1.7857142857142856,1.7857142857142856,10.714285714285714,0.0,0.0,1.7857142857142856,60.71428571428571,8.928571428571429,14.285714285714285,8.0
2020-03-09,1.515151515151515,3.03030303030303,10.606060606060606,0.0,0.0,1.515151515151515,51.515151515151516,13.636363636363638,18.18181818181818,9.428571428571429
2020-03-10,3.4482758620689653,3.4482758620689653,10.344827586206899,0.0,0.0,1.1494252873563218,44.82758620689655,18.39080459770115,18.39080459770115,12.428571428571429
2020-03-11,8.256880733944955,3.669724770642201,11.009174311926605,0.0,0.0,1.8348623853211006,36.69724770642202,19.26605504587156,19.26605504587156,15.571428571428571
2020-03-12,10.4,6.4,12.0,0.0,0.0,1.6,29.599999999999998,21.6,18.4,17.857142857142858
2020-03-13,13.513513513513514,6.756756756756757,10.135135135135135,0.0,0.0,2.7027027027027026,26.351351351351347,22.2972972972973,18.243243243243242,21.142857142857142
2020-03-14,13.95348837209302,8.139534883720929,9.883720930232556,0.0,0.0,2.9069767441860463,23.25581395348837,20.930232558139537,20.930232558139537,24.571428571428573
2020-03-15,15.999999999999998,6.999999999999999,10.0,0.0,0.0,2.9999999999999996,19.499999999999996,25.0,19.499999999999996,28.571428571428573
2020-03-16,15.126050420168069,9.243697478991598,9.663865546218487,0.0,0.0,4.621848739495799,17.647058823529413,23.52941176470588,20.168067226890756,34.0
2020-03-17,16.165413533834588,10.526315789473683,10.150375939849624,0.0,0.0,4.511278195488721,13.909774436090224,22.932330827067666,21.80451127819549,38.0
2020-03-18,14.417177914110429,15.030674846625766,12.576687116564417,0.0,0.0,3.9877300613496938,11.349693251533742,22.699386503067483,19.938650306748468,46.57142857142857
2020-03-19,14.216867469879519,18.072289156626507,13.253012048192769,0.0,0.0,4.096385542168674,9.879518072289157,20.96385542168675,19.518072289156628,59.285714285714285
2020-03-20,12.953367875647666,17.271157167530227,12.607944732297065,0.0,0.0,3.7996545768566494,9.153713298791018,27.806563039723663,16.407599309153714,82.71428571428571
2020-03-21,12.397820163487738,19.618528610354225,12.942779291553133,0.0,0.2724795640326975,3.4059945504087197,8.446866485013624,29.56403269754768,13.35149863760218,104.85714285714286
2020-03-22,13.129102844638949,20.35010940919037,13.129102844638949,0.0,0.21881838074398244,2.9540481400437635,7.768052516411378,29.431072210065643,13.019693654266955,130.57142857142858
2020-03-23,12.966417910447761,22.014925373134332,14.085820895522389,0.0,0.18656716417910446,2.705223880597015,7.182835820895522,28.73134328358209,12.126865671641793,153.14285714285714
2020-03-24,13.80186282811177,22.01524132091448,14.14055884843353,0.0,0.16934801016088058,2.455546147332769,7.451312447078746,28.28111769686706,11.685012701100762,168.71428571428572
2020-03-25,14.519906323185012,22.09211553473849,14.441842310694769,0.0,0.156128024980484,2.2638563622170182,6.713505074160812,28.64949258391881,11.163153786104605,183.0
2020-03-26,16.74008810572687,21.80616740088106,14.170337738619676,0.0,0.14684287812041116,1.9823788546255505,6.901615271659324,27.6798825256975,10.572687224669604,194.57142857142858
2020-03-27,17.807211184694626,23.693892568064754,15.011037527593817,0.0,0.14716703458425312,1.7660044150110374,7.211184694628403,24.20897718910964,10.154525386313466,194.14285714285714
2020-03-28,20.41284403669725,23.470948012232416,15.519877675840979,0.0,0.0,1.6055045871559634,7.415902140672783,21.483180428134556,10.091743119266056,186.85714285714286
2020-03-29,21.687763713080173,23.797468354430382,16.70886075949367,0.0,0.0,1.687763713080169,7.7637130801687775,19.240506329113924,9.113924050632912,169.28571428571428
2020-03-30,24.681238615664842,22.677595628415297,16.029143897996356,0.0,0.0,1.4571948998178506,8.561020036429873,18.48816029143898,8.105646630236793,156.85714285714286
2020-03-31,26.02089268755936,24.501424501424502,15.57454890788224,0.0,0.0,1.4245014245014245,8.357075023741691,17.283950617283953,6.837606837606838,150.42857142857142
2020-04-01,27.955911823647288,26.152304609218437,14.02805611222445,0.0,0.0,1.5030060120240478,8.216432865731461,16.03206412825651,6.112224448897795,142.57142857142858
2020-04-02,27.497194163860826,27.048260381593714,14.365881032547698,0.0,0.0,1.4590347923681257,8.754208754208753,15.937149270482603,4.938271604938271,127.28571428571429
2020-04-03,29.21492921492922,27.027027027027028,13.8996138996139,0.0,0.0,1.1583011583011584,8.622908622908623,15.444015444015443,4.633204633204634,111.0
2020-04-04,29.718309859154928,26.619718309859152,13.239436619718308,0.0,0.0,1.1267605633802815,8.591549295774648,16.47887323943662,4.225352112676056,101.42857142857143
2020-04-05,29.629629629629626,27.999999999999996,11.555555555555555,0.0,0.0,1.037037037037037,8.444444444444443,16.888888888888886,4.444444444444444,96.42857142857143
2020-04-06,29.545454545454547,27.5974025974026,11.363636363636363,0.0,0.0,0.6493506493506493,8.603896103896105,17.532467532467532,4.707792207792208,88.0
2020-04-07,29.856115107913674,25.899280575539567,12.050359712230216,0.0,0.0,0.539568345323741,8.992805755395683,18.705035971223023,3.9568345323741005,79.42857142857143
2020-04-08,30.06263048016702,23.382045929018787,14.196242171189976,0.0,0.0,0.20876826722338201,10.855949895615867,17.53653444676409,3.7578288100208774,68.42857142857143
2020-04-09,30.93681917211329,22.004357298474947,13.507625272331156,0.0,0.0,0.21786492374727667,9.803921568627452,19.607843137254903,3.921568627450981,65.57142857142857
2020-04-10,31.294117647058822,20.705882352941178,13.176470588235295,0.0,0.0,0.2352941176470588,8.47058823529412,22.823529411764707,3.294117647058824,60.714285714285715
2020-04-11,27.819548872180448,21.55388471177945,13.533834586466165,0.0,0.0,0.2506265664160401,9.774436090225564,24.06015037593985,3.007518796992481,57.0
2020-04-12,27.70083102493075,19.94459833795014,13.29639889196676,0.0,0.0,0.0,10.249307479224377,26.038781163434905,2.770083102493075,51.57142857142857
2020-04-13,26.176470588235297,20.58823529411765,13.823529411764707,0.0,0.0,0.0,8.529411764705884,29.117647058823533,1.7647058823529411,48.57142857142857
2020-04-14,27.77777777777778,19.135802469135804,14.814814814814813,0.0,0.0,0.0,8.024691358024691,28.08641975308642,2.1604938271604937,46.285714285714285
2020-04-15,26.158940397350992,18.211920529801322,13.576158940397349,0.0,0.0,0.0,8.278145695364238,31.456953642384107,2.3178807947019866,43.142857142857146
2020-04-16,25.475285171102662,16.73003802281369,15.209125475285173,0.0,0.0,0.0,8.745247148288973,31.93916349809886,1.9011406844106467,37.57142857142857
2020-04-17,29.460580912863065,16.182572614107883,15.352697095435683,0.0,0.0,0.0,9.12863070539419,28.215767634854767,1.659751037344398,34.42857142857143
2020-04-18,30.769230769230766,13.942307692307693,15.384615384615383,0.0,0.0,0.0,7.211538461538461,31.25,1.4423076923076923,29.714285714285715
2020-04-19,31.5,13.999999999999998,14.500000000000002,0.0,0.0,0.0,7.5,31.0,1.4999999999999998,28.571428571428573
2020-04-20,34.117647058823536,16.470588235294116,15.294117647058824,0.0,0.0,0.0,7.647058823529412,24.705882352941178,1.7647058823529411,24.285714285714285
2020-04-21,28.467153284671532,17.518248175182478,14.5985401459854,0.0,0.0,0.0,7.2992700729927,29.92700729927007,2.1897810218978098,19.571428571428573
2020-04-22,34.285714285714285,15.238095238095237,14.285714285714285,0.0,0.0,0.0,6.666666666666667,27.61904761904762,1.9047619047619047,15.0
2020-04-23,35.95505617977528,16.853932584269664,10.112359550561798,0.0,0.0,0.0,7.865168539325842,26.96629213483146,2.247191011235955,12.714285714285714
2020-04-24,25.71428571428572,17.142857142857142,10.0,0.0,0.0,0.0,8.571428571428571,35.714285714285715,2.857142857142857,10.0
2020-04-25,26.923076923076923,17.94871794871795,16.666666666666668,0.0,0.0,2.564102564102564,7.6923076923076925,25.641025641025646,2.564102564102564,11.142857142857142
2020-04-26,29.411764705882355,16.176470588235293,19.117647058823533,0.0,0.0,2.941176470588235,7.352941176470589,22.058823529411768,2.941176470588235,9.714285714285714
2020-04-27,24.28571428571428,14.285714285714285,17.142857142857142,0.0,0.0,2.857142857142857,12.85714285714286,25.71428571428572,2.857142857142857,10.0
2020-04-28,22.727272727272727,18.18181818181818,15.151515151515152,0.0,0.0,4.545454545454545,15.151515151515152,22.727272727272727,1.515151515151515,9.428571428571429
2020-04-29,18.84057971014493,20.289855072463766,17.391304347826086,0.0,0.0,4.3478260869565215,18.84057971014493,20.289855072463766,0.0,9.857142857142858
2020-04-30,13.432835820895525,22.388059701492537,17.91044776119403,0.0,0.0,4.477611940298507,19.402985074626866,20.8955223880597,1.4925373134328357,9.571428571428571
2020-05-01,17.105263157894736,23.68421052631579,17.105263157894736,0.0,0.0,3.9473684210526314,19.736842105263154,17.105263157894736,1.3157894736842104,10.857142857142858
2020-05-02,13.513513513513514,36.486486486486484,9.45945945945946,0.0,0.0,1.3513513513513513,22.972972972972972,14.864864864864865,1.3513513513513513,10.571428571428571
2020-05-03,10.526315789473683,40.78947368421053,9.210526315789473,0.0,0.0,1.3157894736842104,22.368421052631575,14.473684210526313,1.3157894736842104,10.857142857142858
2020-05-04,14.705882352941178,45.58823529411765,8.823529411764707,0.0,0.0,1.4705882352941175,19.117647058823533,8.823529411764707,1.4705882352941175,9.714285714285714
2020-05-05,19.444444444444443,47.222222222222214,8.333333333333332,0.0,0.0,0.0,16.666666666666664,6.944444444444445,1.3888888888888886,10.285714285714286
2020-05-06,19.17808219178082,50.68493150684932,4.10958904109589,0.0,0.0,0.0,16.43835616438356,8.21917808219178,1.36986301369863,10.428571428571429
2020-05-07,19.48051948051948,53.246753246753244,3.896103896103896,0.0,0.0,0.0,18.181818181818183,5.194805194805195,0.0,11.0
2020-05-08,16.0,60.00000000000001,2.666666666666667,0.0,0.0,0.0,16.0,5.333333333333334,0.0,10.714285714285714
2020-05-09,17.647058823529413,61.76470588235294,1.4705882352941175,0.0,0.0,0.0,13.235294117647062,5.88235294117647,0.0,9.714285714285714
2020-05-10,14.666666666666666,64.0,1.3333333333333335,0.0,0.0,0.0,16.0,4.0,0.0,10.714285714285714
2020-05-11,12.000000000000002,65.33333333333334,2.666666666666667,0.0,0.0,0.0,17.333333333333336,2.666666666666667,0.0,10.714285714285714
2020-05-12,6.329113924050632,69.62025316455696,6.329113924050632,0.0,0.0,0.0,15.189873417721516,2.531645569620253,0.0,11.285714285714286
2020-05-13,6.944444444444445,69.44444444444444,9.722222222222221,0.0,0.0,0.0,12.5,1.3888888888888886,0.0,10.285714285714286
2020-05-14,2.8985507246376807,69.56521739130434,10.144927536231883,0.0,0.0,0.0,15.942028985507244,1.4492753623188404,0.0,9.857142857142858
2020-05-15,1.515151515151515,71.21212121212122,10.606060606060606,0.0,0.0,0.0,16.666666666666664,0.0,0.0,9.428571428571429
2020-05-16,3.1746031746031744,66.66666666666666,12.698412698412698,0.0,0.0,0.0,17.46031746031746,0.0,0.0,9.0
2020-05-17,3.448275862068965,68.9655172413793,13.79310344827586,0.0,0.0,0.0,13.79310344827586,0.0,0.0,8.285714285714286
2020-05-18,3.7037037037037033,70.37037037037037,12.962962962962962,0.0,0.0,0.0,12.962962962962962,0.0,0.0,7.714285714285714
2020-05-19,4.3478260869565215,63.04347826086958,17.391304347826086,0.0,0.0,0.0,15.217391304347828,0.0,0.0,6.571428571428571
2020-05-20,2.083333333333333,72.91666666666667,12.5,0.0,0.0,0.0,12.5,0.0,0.0,6.857142857142857
2020-05-21,2.5,80.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.714285714285714
2020-05-22,2.7777777777777772,77.77777777777777,19.444444444444443,0.0,0.0,0.0,0.0,0.0,0.0,5.142857142857143
2020-05-23,9.523809523809524,71.42857142857143,14.285714285714285,0.0,0.0,0.0,4.761904761904762,0.0,0.0,6.0
2020-05-24,10.0,65.0,15.0,0.0,0.0,0.0,5.0,5.0,0.0,5.714285714285714
2020-05-25,13.333333333333334,62.22222222222222,15.555555555555555,0.0,0.0,0.0,4.444444444444444,4.444444444444444,0.0,6.428571428571429
2020-05-26,13.636363636363635,68.18181818181817,9.090909090909092,0.0,0.0,0.0,4.545454545454546,4.545454545454546,0.0,6.285714285714286
2020-05-27,11.538461538461538,63.46153846153846,15.384615384615383,0.0,0.0,0.0,3.846153846153846,5.769230769230769,0.0,7.428571428571429
2020-05-28,8.450704225352112,69.01408450704226,15.492957746478876,0.0,0.0,0.0,2.8169014084507045,4.225352112676056,0.0,10.142857142857142
2020-05-29,8.0,65.33333333333334,17.333333333333336,0.0,0.0,0.0,5.333333333333334,4.0,0.0,10.714285714285714
2020-05-30,2.8169014084507045,64.7887323943662,25.352112676056343,0.0,0.0,0.0,2.8169014084507045,4.225352112676056,0.0,10.142857142857142
2020-05-31,2.7027027027027026,58.10810810810811,32.43243243243243,0.0,0.0,0.0,5.405405405405405,1.3513513513513513,0.0,10.571428571428571
2020-06-01,0.0,56.33802816901409,36.61971830985916,0.0,0.0,0.0,5.633802816901409,1.4084507042253522,0.0,10.142857142857142
2020-06-02,0.0,53.84615384615385,38.46153846153846,0.0,0.0,0.0,6.153846153846152,1.538461538461538,0.0,9.285714285714286
2020-06-03,0.0,51.85185185185185,40.74074074074074,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,7.714285714285714
2020-06-04,0.0,32.35294117647059,55.882352941176485,0.0,0.0,0.0,11.76470588235294,0.0,0.0,4.857142857142857
2020-06-05,0.0,28.125000000000007,65.625,0.0,0.0,0.0,6.25,0.0,0.0,4.571428571428571
2020-06-06,0.0,33.333333333333336,59.25925925925925,0.0,0.0,0.0,7.4074074074074066,0.0,0.0,3.857142857142857
2020-06-07,0.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857142857142857
2020-06-08,0.0,38.888888888888886,55.55555555555556,0.0,0.0,0.0,5.5555555555555545,0.0,0.0,2.5714285714285716
2020-06-09,0.0,35.714285714285715,60.71428571428571,0.0,0.0,0.0,3.571428571428571,0.0,0.0,4.0
2020-06-10,0.0,33.333333333333336,63.33333333333334,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,4.285714285714286
2020-06-11,0.0,26.82926829268293,68.29268292682927,0.0,0.0,0.0,2.4390243902439024,2.4390243902439024,0.0,5.857142857142857
2020-06-12,1.9607843137254901,25.490196078431378,66.66666666666666,0.0,0.0,0.0,3.9215686274509802,1.9607843137254901,0.0,7.285714285714286
2020-06-13,1.694915254237288,20.338983050847457,72.88135593220339,0.0,0.0,0.0,3.389830508474576,1.694915254237288,0.0,8.428571428571429
2020-06-14,1.3888888888888886,23.611111111111107,70.83333333333333,0.0,0.0,0.0,2.7777777777777772,1.3888888888888886,0.0,10.285714285714286
2020-06-15,1.1627906976744184,22.093023255813954,73.25581395348837,0.0,0.0,0.0,2.325581395348837,1.1627906976744184,0.0,12.285714285714286
2020-06-16,3.225806451612903,21.50537634408602,70.96774193548386,0.0,0.0,0.0,2.150537634408602,2.150537634408602,0.0,13.285714285714286
2020-06-17,2.941176470588235,18.627450980392158,74.50980392156863,0.0,0.0,0.0,1.9607843137254901,1.9607843137254901,0.0,14.571428571428571
2020-06-18,3.125,18.750000000000004,75.00000000000001,0.0,0.0,0.0,2.083333333333333,1.0416666666666665,0.0,13.714285714285714
2020-06-19,1.9047619047619047,21.904761904761905,72.38095238095238,0.0,0.0,0.0,2.857142857142857,0.9523809523809523,0.0,15.0
2020-06-20,2.7777777777777777,24.074074074074076,69.44444444444444,0.0,0.0,0.0,2.7777777777777777,0.9259259259259258,0.0,15.428571428571429
2020-06-21,3.8834951456310676,23.300970873786408,68.93203883495146,0.0,0.0,0.0,2.912621359223301,0.9708737864077669,0.0,14.714285714285714
2020-06-22,7.8431372549019605,20.588235294117645,66.66666666666666,0.0,0.0,0.0,2.941176470588235,1.9607843137254901,0.0,14.571428571428571
2020-06-23,6.25,14.285714285714285,75.89285714285714,0.0,0.0,0.0,2.6785714285714284,0.8928571428571428,0.0,16.0
2020-06-24,6.521739130434782,12.318840579710143,77.53623188405797,0.0,0.0,0.0,2.1739130434782608,1.4492753623188404,0.0,19.714285714285715
2020-06-25,5.142857142857143,10.285714285714286,81.14285714285714,0.0,0.0,0.0,2.2857142857142856,1.1428571428571428,0.0,25.0
2020-06-26,4.3478260869565215,6.280193236714976,87.43961352657004,0.0,0.0,0.0,0.966183574879227,0.966183574879227,0.0,29.571428571428573
2020-06-27,3.389830508474576,4.23728813559322,90.67796610169492,0.0,0.0,0.0,0.847457627118644,0.847457627118644,0.0,33.714285714285715
2020-06-28,2.8776978417266186,2.8776978417266186,92.80575539568345,0.0,0.0,0.0,0.7194244604316546,0.7194244604316546,0.0,39.714285714285715
2020-06-29,1.2307692307692306,3.692307692307692,94.15384615384616,0.0,0.0,0.0,0.6153846153846153,0.30769230769230765,0.0,46.42857142857143
2020-06-30,0.8426966292134831,3.3707865168539324,94.9438202247191,0.0,0.0,0.0,0.5617977528089888,0.2808988764044944,0.0,50.857142857142854
2020-07-01,0.5420054200542005,2.710027100271003,96.2059620596206,0.0,0.0,0.0,0.5420054200542005,0.0,0.0,52.714285714285715
2020-07-02,0.7481296758104738,3.2418952618453867,95.51122194513717,0.0,0.0,0.0,0.4987531172069825,0.0,0.0,57.285714285714285
2020-07-03,0.9546539379474941,3.579952267303103,94.98806682577565,0.0,0.0,0.0,0.47732696897374705,0.0,0.0,59.857142857142854
2020-07-04,1.2474012474012475,3.5343035343035343,94.8024948024948,0.0,0.0,0.0,0.4158004158004158,0.0,0.0,68.71428571428571
2020-07-05,1.69811320754717,3.584905660377359,94.15094339622642,0.0,0.0,0.0,0.37735849056603776,0.18867924528301888,0.0,75.71428571428571
2020-07-06,1.8211920529801324,2.4834437086092715,95.36423841059603,0.0,0.0,0.0,0.16556291390728475,0.16556291390728475,0.0,86.28571428571429
2020-07-07,1.8387553041018387,2.6874115983026874,95.19094766619519,0.0,0.0,0.0,0.1414427157001414,0.1414427157001414,0.0,101.0
2020-07-08,2.187120291616039,2.916160388821385,94.65370595382747,0.0,0.0,0.0,0.12150668286755771,0.12150668286755771,0.0,117.57142857142857
2020-07-09,2.699530516431925,2.4647887323943665,94.71830985915494,0.0,0.0,0.0,0.0,0.11737089201877934,0.0,121.71428571428571
2020-07-10,3.3333333333333335,2.150537634408602,94.40860215053763,0.0,0.0,0.0,0.0,0.10752688172043011,0.0,132.85714285714286
2020-07-11,4.016477857878476,1.8537590113285274,94.02677651905252,0.0,0.0,0.0,0.0,0.10298661174047373,0.0,138.71428571428572
2020-07-12,4.563492063492063,1.488095238095238,93.9484126984127,0.0,0.0,0.0,0.0,0.0,0.0,144.0
2020-07-13,4.820333041191937,1.8404907975460123,93.33917616126205,0.0,0.0,0.0,0.0,0.0,0.0,163.0
2020-07-14,5.079100749375519,1.665278934221482,93.25562031640298,0.0,0.0,0.0,0.0,0.0,0.0,171.57142857142858
2020-07-15,4.800650935720097,1.3832384052074855,93.81611065907242,0.0,0.0,0.0,0.0,0.0,0.0,175.57142857142858
2020-07-16,4.3478260869565215,1.2743628185907045,94.37781109445277,0.0,0.0,0.0,0.0,0.0,0.0,190.57142857142858
2020-07-17,3.7630662020905925,0.975609756097561,95.26132404181185,0.0,0.0,0.0,0.0,0.0,0.0,205.0
